economy,wbcodev2,Region,Income group,reportyr,WBL INDEX,GOING PLACES,Can a woman apply for a passport in the same way as a man?,Can a woman legally travel outside the country in the same way as a man?,Can a woman legally travel outside her home in the same way as a man?,Can a woman legally choose where to live in the same way as a man?,STARTING A JOB,Can a woman get a job or pursue a trade or profession in the same way as a man?,Does the law mandate nondiscrimination based on gender in employment?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,GETTING PAID,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,"Can women work in jobs deemed hazardous, arduous or morally inappropriate in the same way as men?",Are women able to work in the same industries as men?,GETTING MARRIED,Is a married woman not legally required to obey her husband?,Can a woman be head of household or head of family in the same way as a man?,Is there domestic violence legislation?,Can a woman obtain a judgment of divorce in the same way as a man?,Do women have the same rights to remarry as men?,HAVING CHILDREN,Is there paid leave of at least 14 weeks available to women?,"Does the government pay 100% of maternity leave benefits, or parental leave benefits (where maternity leave is unavailable)?",Is there paid paternity leave?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,RUNNING A BUSINESS,Can a woman legally sign a contract in the same way as a man?,Can a woman legally register a business in the same way as a  man?,Can a  woman legally open a bank account in the same way as a man?,Does the law prohibit discrimination by creditors on the basis of sex or gender?,MANAGING ASSETS,Do men and married women have equal ownership rights to property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,GETTING A PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Does the law establish explicit pension care credits for periods of childcare?
Malawi,MWI,Sub-Saharan Africa,Low income,2017,83.75,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Malawi,MWI,Sub-Saharan Africa,Low income,2018,83.75,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,46.88,50,Yes,Yes,No,No,25,Yes,No,No,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,46.88,50,Yes,Yes,No,No,25,Yes,No,No,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,46.88,50,Yes,Yes,No,No,25,Yes,No,No,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,46.88,50,Yes,Yes,No,No,25,Yes,No,No,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2013,50,50,Yes,Yes,No,No,50,Yes,No,Yes,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2014,50,50,Yes,Yes,No,No,50,Yes,No,Yes,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2015,50,50,Yes,Yes,No,No,50,Yes,No,Yes,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2016,50,50,Yes,Yes,No,No,50,Yes,No,Yes,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2017,50,50,Yes,Yes,No,No,50,Yes,No,Yes,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Malaysia,MYS,East Asia & Pacific,Upper middle income,2018,50,50,Yes,Yes,No,No,50,Yes,No,Yes,No,50,No,Yes,Yes,No,40,No,Yes,Yes,No,No,0,No,No,No,No,No,75,Yes,Yes,Yes,No,60,Yes,No,No,Yes,Yes,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2009,53.13,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,No,Yes,No
Maldives,MDV,South Asia,Upper middle income,2010,61.88,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2011,61.88,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2012,61.88,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,40,Yes,Yes,No,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2013,64.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2014,64.38,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2015,70.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2016,70.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2017,70.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Maldives,MDV,South Asia,Upper middle income,2018,73.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Mali,MLI,Sub-Saharan Africa,Low income,2009,49.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2010,49.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2011,49.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2012,49.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2013,54.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2014,54.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2015,54.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2016,54.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2017,54.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
Mali,MLI,Sub-Saharan Africa,Low income,2018,54.38,50,No,Yes,Yes,No,25,Yes,No,No,No,25,No,Yes,No,No,20,No,No,No,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes
Malta,MLT,Middle East & North Africa,High income,2009,86.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2010,86.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2011,86.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2012,86.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,60,Yes,Yes,Yes,No,No,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2013,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2014,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2015,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2016,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2017,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Malta,MLT,Middle East & North Africa,High income,2018,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2009,56.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2010,56.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2011,56.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2012,56.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2013,58.75,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2014,58.75,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2015,58.75,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2016,58.75,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2017,58.75,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2018,58.75,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,75,Yes,Yes,Yes,No
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2009,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2010,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2013,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2014,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2015,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2016,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2017,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2018,41.88,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,25,No,Yes,No,No,0,No,No,No,No,No,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,20,No,No,No,Yes,No,50,No,Yes,No,Yes
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2009,75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2010,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2011,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2012,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2013,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2014,89.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2015,89.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2016,89.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2017,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2018,91.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,No,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2009,75,100,Yes,Yes,Yes,Yes,75,Yes,No,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2010,75,100,Yes,Yes,Yes,Yes,75,Yes,No,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,75,100,Yes,Yes,Yes,Yes,75,Yes,No,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2012,75,100,Yes,Yes,Yes,Yes,75,Yes,No,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,20,No,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2013,77.5,100,Yes,Yes,Yes,Yes,75,Yes,No,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,40,No,Yes,Yes,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2014,83.13,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2015,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Mexico,MEX,Latin America & Caribbean,Upper middle income,2016,86.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,80,Yes,Yes,Yes,Yes,No,60,No,Yes,Yes,No,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
